time,open,high,low,close,tick_volume,spread,real_volume,low_time,high_time
2015-02-19 04:00:00,0.78212,0.78429,0.77858,0.78114,14900,4,13142000000,2015-02-19 07:00:00,2015-02-19 05:00:00
2015-02-19 08:00:00,0.78115,0.78117,0.77571,0.77587,22342,4,24614000000,2015-02-19 11:30:00,2015-02-19 08:00:00
2015-02-19 12:00:00,0.77586,0.78016,0.77573,0.77862,24545,4,24359500000,2015-02-19 12:00:00,2015-02-19 13:30:00
2015-02-19 16:00:00,0.77862,0.7812,0.77768,0.77923,17778,4,16733000000,2015-02-19 17:00:00,2015-02-19 18:30:00
2015-02-19 20:00:00,0.77925,0.77958,0.77832,0.77911,9610,4,8231000000,2015-02-19 21:00:00,2015-02-19 20:00:00
2015-02-20 00:00:00,0.77901,0.7804,0.77882,0.78034,7746,4,8072000000,2015-02-20 00:00:00,2015-02-20 03:30:00
2015-02-20 04:00:00,0.78035,0.78116,0.78022,0.78052,5223,4,4158500000,2015-02-20 05:30:00,2015-02-20 04:30:00
2015-02-20 08:00:00,0.78052,0.7841,0.78026,0.78372,22317,4,22453500000,2015-02-20 08:00:00,2015-02-20 11:30:00
2015-02-20 12:00:00,0.78372,0.78484,0.78296,0.78405,27335,4,30328500000,2015-02-20 15:30:00,2015-02-20 14:00:00
2015-02-20 16:00:00,0.78404,0.78431,0.78108,0.78322,30996,4,32061000000,2015-02-20 17:00:00,2015-02-20 16:00:00
2015-02-20 20:00:00,0.78322,0.78483,0.7831,0.78452,15197,4,13272500000,2015-02-20 20:00:00,2015-02-20 21:30:00
2015-02-23 00:00:00,0.78447,0.78448,0.78275,0.78404,8858,4,8588000000,2015-02-23 03:00:00,2015-02-23 01:00:00
2015-02-23 04:00:00,0.78404,0.78451,0.78303,0.78345,6668,4,5237000000,2015-02-23 05:00:00,2015-02-23 04:00:00
2015-02-23 08:00:00,0.78345,0.7841,0.77803,0.7789,23550,4,26079000000,2015-02-23 11:00:00,2015-02-23 08:00:00
2015-02-23 12:00:00,0.77891,0.78023,0.77842,0.78007,16999,4,18449500000,2015-02-23 13:00:00,2015-02-23 15:30:00
2015-02-23 16:00:00,0.78008,0.78145,0.77879,0.77976,17705,4,18829500000,2015-02-23 17:30:00,2015-02-23 18:30:00
2015-02-23 20:00:00,0.77975,0.7811,0.77914,0.78051,9909,4,10203500000,2015-02-23 22:00:00,2015-02-23 20:30:00
2015-02-24 00:00:00,0.78007,0.78062,0.77971,0.7804,6553,4,6435500000,2015-02-24 02:00:00,2015-02-24 02:30:00
2015-02-24 04:00:00,0.78039,0.78058,0.77624,0.77701,12715,4,11208500000,2015-02-24 06:00:00,2015-02-24 04:00:00
2015-02-24 08:00:00,0.77699,0.77793,0.77395,0.77473,20186,4,22145000000,2015-02-24 11:00:00,2015-02-24 09:00:00
2015-02-24 12:00:00,0.77474,0.77686,0.77445,0.7765,16104,4,18029000000,2015-02-24 12:30:00,2015-02-24 15:30:00
2015-02-24 16:00:00,0.77651,0.78266,0.77428,0.78147,38570,4,34206000000,2015-02-24 17:00:00,2015-02-24 18:00:00
2015-02-24 20:00:00,0.78146,0.78372,0.78092,0.78298,12857,4,11012500000,2015-02-24 20:00:00,2015-02-24 22:00:00
2015-02-25 00:00:00,0.78263,0.78855,0.78225,0.7878,19361,4,16459500000,2015-02-25 00:00:00,2015-02-25 03:30:00
2015-02-25 04:00:00,0.7878,0.78921,0.78679,0.78877,12763,4,12216500000,2015-02-25 05:00:00,2015-02-25 07:30:00
2015-02-25 08:00:00,0.78877,0.79008,0.78703,0.78857,25757,4,27226500000,2015-02-25 10:00:00,2015-02-25 09:00:00
2015-02-25 12:00:00,0.78857,0.79011,0.78709,0.78976,20583,4,20412500000,2015-02-25 14:00:00,2015-02-25 15:30:00
2015-02-25 16:00:00,0.78975,0.78999,0.78783,0.7891,19624,4,20572000000,2015-02-25 16:30:00,2015-02-25 17:30:00
2015-02-25 20:00:00,0.7891,0.79004,0.7884,0.7885,9075,4,8653500000,2015-02-25 23:30:00,2015-02-25 21:00:00
2015-02-26 00:00:00,0.78843,0.78882,0.78365,0.78457,14863,4,14321500000,2015-02-26 03:30:00,2015-02-26 02:00:00
2015-02-26 04:00:00,0.78457,0.78605,0.78429,0.78495,7817,4,8005500000,2015-02-26 04:00:00,2015-02-26 07:00:00
2015-02-26 08:00:00,0.78496,0.79093,0.78454,0.79064,23146,4,24437000000,2015-02-26 08:00:00,2015-02-26 11:30:00
2015-02-26 12:00:00,0.79064,0.79128,0.78507,0.78566,26761,4,25188500000,2015-02-26 15:30:00,2015-02-26 12:30:00
2015-02-26 16:00:00,0.78566,0.78566,0.78013,0.78097,30275,4,32773500000,2015-02-26 19:30:00,2015-02-26 16:00:00
2015-02-26 20:00:00,0.78095,0.78116,0.77854,0.77986,13428,4,13264000000,2015-02-26 22:00:00,2015-02-26 20:00:00
2015-02-27 00:00:00,0.77989,0.78151,0.77865,0.77915,13345,4,13971500000,2015-02-27 03:30:00,2015-02-27 02:30:00
2015-02-27 04:00:00,0.77915,0.78045,0.77772,0.78022,14321,4,15349500000,2015-02-27 04:30:00,2015-02-27 07:30:00
2015-02-27 08:00:00,0.78022,0.78243,0.78005,0.78234,23589,4,25244500000,2015-02-27 08:00:00,2015-02-27 11:30:00
2015-02-27 12:00:00,0.78235,0.78344,0.78071,0.78101,24117,4,25775500000,2015-02-27 15:30:00,2015-02-27 13:30:00
2015-02-27 16:00:00,0.78101,0.78319,0.77961,0.7808,29444,4,29344000000,2015-02-27 16:30:00,2015-02-27 17:30:00
2015-02-27 20:00:00,0.7808,0.78195,0.78029,0.78119,8638,4,7256000000,2015-02-27 20:00:00,2015-02-27 20:30:00
2015-03-02 00:00:00,0.78025,0.78066,0.77784,0.77892,12142,4,10994000000,2015-03-02 02:30:00,2015-03-02 01:00:00
2015-03-02 04:00:00,0.77892,0.77912,0.77616,0.77758,10964,4,10195000000,2015-03-02 05:30:00,2015-03-02 04:00:00
2015-03-02 08:00:00,0.77758,0.77876,0.77555,0.77861,19122,4,21602000000,2015-03-02 09:30:00,2015-03-02 11:30:00
2015-03-02 12:00:00,0.77862,0.77928,0.77695,0.778,19327,4,22372500000,2015-03-02 15:30:00,2015-03-02 13:30:00
2015-03-02 16:00:00,0.77799,0.77863,0.77637,0.77651,19933,4,21511500000,2015-03-02 17:30:00,2015-03-02 18:00:00
2015-03-02 20:00:00,0.77652,0.77743,0.77641,0.77646,6011,4,5696500000,2015-03-02 23:30:00,2015-03-02 20:00:00
2015-03-03 00:00:00,0.77605,0.7769,0.77507,0.77684,11509,4,12294500000,2015-03-03 02:00:00,2015-03-03 03:30:00
2015-03-03 04:00:00,0.77684,0.78398,0.77621,0.78341,23153,4,21091500000,2015-03-03 04:00:00,2015-03-03 05:30:00
2015-03-03 08:00:00,0.7834,0.78411,0.781,0.781,22322,4,22827000000,2015-03-03 11:30:00,2015-03-03 08:00:00
2015-03-03 12:00:00,0.78099,0.78263,0.77994,0.78181,21385,4,28270500000,2015-03-03 13:00:00,2015-03-03 15:30:00
2015-03-03 16:00:00,0.78181,0.78442,0.78172,0.78358,21704,4,21331000000,2015-03-03 16:00:00,2015-03-03 18:30:00
2015-03-03 20:00:00,0.78359,0.78382,0.78154,0.78154,8528,4,8239000000,2015-03-03 23:30:00,2015-03-03 20:00:00
2015-03-04 00:00:00,0.78149,0.78344,0.77944,0.78216,13109,4,12660500000,2015-03-04 02:30:00,2015-03-04 02:30:00
2015-03-04 04:00:00,0.78215,0.78238,0.78058,0.78211,9247,4,11586500000,2015-03-04 06:00:00,2015-03-04 04:00:00
2015-03-04 08:00:00,0.78212,0.78374,0.7807,0.78338,23989,4,28239500000,2015-03-04 09:00:00,2015-03-04 11:30:00
2015-03-04 12:00:00,0.78338,0.78603,0.78277,0.78494,22715,4,25621500000,2015-03-04 13:00:00,2015-03-04 15:00:00
2015-03-04 16:00:00,0.78493,0.78493,0.78029,0.78168,29261,4,34367500000,2015-03-04 17:00:00,2015-03-04 16:00:00
2015-03-04 20:00:00,0.78169,0.78288,0.781,0.78196,8884,4,8477000000,2015-03-04 20:30:00,2015-03-04 23:00:00
2015-03-05 00:00:00,0.78179,0.78257,0.7804,0.78106,13332,4,13718000000,2015-03-05 03:30:00,2015-03-05 02:30:00
2015-03-05 04:00:00,0.78106,0.78403,0.7807,0.78175,11597,4,11335500000,2015-03-05 04:00:00,2015-03-05 04:00:00
2015-03-05 08:00:00,0.78176,0.78213,0.78054,0.78146,22188,4,25404000000,2015-03-05 09:30:00,2015-03-05 11:00:00
2015-03-05 12:00:00,0.78146,0.78153,0.77851,0.77887,24840,4,26776000000,2015-03-05 15:00:00,2015-03-05 12:00:00
2015-03-05 16:00:00,0.77887,0.78032,0.77539,0.77587,30091,4,31598500000,2015-03-05 19:00:00,2015-03-05 16:00:00
2015-03-05 20:00:00,0.77585,0.77822,0.77553,0.77816,9778,4,11701000000,2015-03-05 20:00:00,2015-03-05 23:30:00
2015-03-06 00:00:00,0.77796,0.77964,0.77757,0.77924,10325,4,11266500000,2015-03-06 02:30:00,2015-03-06 03:30:00
2015-03-06 04:00:00,0.77925,0.78136,0.77919,0.77994,7517,4,7037500000,2015-03-06 04:00:00,2015-03-06 06:00:00
2015-03-06 08:00:00,0.77996,0.7809,0.77897,0.78029,18419,4,19958500000,2015-03-06 10:00:00,2015-03-06 10:30:00
2015-03-06 12:00:00,0.78029,0.78455,0.77582,0.7776,32273,4,32988500000,2015-03-06 15:30:00,2015-03-06 15:30:00
2015-03-06 16:00:00,0.77759,0.77794,0.77094,0.77122,36440,4,35511000000,2015-03-06 19:00:00,2015-03-06 16:00:00
2015-03-06 20:00:00,0.77123,0.77316,0.77059,0.77164,9713,4,10040500000,2015-03-06 20:00:00,2015-03-06 21:00:00
2015-03-09 00:00:00,0.77063,0.77274,0.76948,0.76995,13067,4,13643500000,2015-03-09 03:30:00,2015-03-09 02:00:00
2015-03-09 04:00:00,0.76996,0.77019,0.76836,0.76993,14287,4,16663500000,2015-03-09 05:30:00,2015-03-09 04:00:00
2015-03-09 08:00:00,0.76993,0.77378,0.76981,0.77373,24804,4,30252000000,2015-03-09 08:00:00,2015-03-09 11:00:00
2015-03-09 12:00:00,0.77373,0.77398,0.77144,0.77298,27242,4,31753000000,2015-03-09 14:00:00,2015-03-09 12:00:00
2015-03-09 16:00:00,0.77297,0.77339,0.7706,0.77134,22117,4,28889500000,2015-03-09 19:00:00,2015-03-09 16:00:00
2015-03-09 20:00:00,0.77134,0.77161,0.77,0.77042,8367,4,10126500000,2015-03-09 23:30:00,2015-03-09 20:30:00
2015-03-10 00:00:00,0.77037,0.77065,0.7657,0.76679,19368,4,24013000000,2015-03-10 03:30:00,2015-03-10 00:00:00
2015-03-10 04:00:00,0.7668,0.7669,0.76316,0.76473,25984,4,34752000000,2015-03-10 05:00:00,2015-03-10 04:30:00
2015-03-10 08:00:00,0.76473,0.76579,0.76028,0.76211,34671,4,41015500000,2015-03-10 10:30:00,2015-03-10 09:30:00
2015-03-10 12:00:00,0.76212,0.7683,0.7612,0.76759,42010,4,44915000000,2015-03-10 12:00:00,2015-03-10 15:30:00
2015-03-10 16:00:00,0.76759,0.7677,0.76097,0.76297,33207,4,39908500000,2015-03-10 18:30:00,2015-03-10 16:00:00
2015-03-10 20:00:00,0.76297,0.76328,0.76069,0.76231,13337,4,16397500000,2015-03-10 21:30:00,2015-03-10 20:00:00
2015-03-11 00:00:00,0.76231,0.76443,0.76231,0.76347,14899,4,18887500000,2015-03-11 00:00:00,2015-03-11 02:00:00
2015-03-11 04:00:00,0.76347,0.76361,0.75879,0.76031,22702,4,29405000000,2015-03-11 06:00:00,2015-03-11 04:00:00
2015-03-11 08:00:00,0.76032,0.76278,0.759,0.76189,41358,4,45531000000,2015-03-11 10:00:00,2015-03-11 10:30:00
2015-03-11 12:00:00,0.76189,0.76322,0.75969,0.76092,37546,4,42066000000,2015-03-11 15:30:00,2015-03-11 14:00:00
2015-03-11 16:00:00,0.76092,0.76098,0.75602,0.75777,40580,4,42136000000,2015-03-11 17:00:00,2015-03-11 16:00:00
2015-03-11 20:00:00,0.75778,0.7611,0.75692,0.75889,18403,4,21235500000,2015-03-11 21:30:00,2015-03-11 22:00:00
2015-03-12 00:00:00,0.75894,0.76257,0.75861,0.75938,20713,4,23663500000,2015-03-12 03:30:00,2015-03-12 02:30:00
2015-03-12 04:00:00,0.75945,0.76203,0.7573,0.76163,23191,4,28622500000,2015-03-12 04:30:00,2015-03-12 07:30:00
2015-03-12 08:00:00,0.76165,0.76835,0.76161,0.76706,46514,4,50622000000,2015-03-12 08:00:00,2015-03-12 09:30:00
2015-03-12 12:00:00,0.76707,0.77312,0.76638,0.76995,44621,4,48234500000,2015-03-12 12:00:00,2015-03-12 14:30:00
2015-03-12 16:00:00,0.7699,0.77183,0.76797,0.76857,29268,4,37171000000,2015-03-12 18:30:00,2015-03-12 17:00:00
2015-03-12 20:00:00,0.76856,0.77177,0.76794,0.77017,11588,4,13404000000,2015-03-12 20:00:00,2015-03-12 22:00:00
2015-03-13 00:00:00,0.77017,0.771,0.76852,0.77023,16438,4,20014000000,2015-03-13 02:00:00,2015-03-13 01:30:00
2015-03-13 04:00:00,0.77024,0.77063,0.76672,0.76751,14648,4,18538000000,2015-03-13 07:00:00,2015-03-13 04:00:00
2015-03-13 08:00:00,0.7675,0.76931,0.76564,0.76606,27981,4,33627500000,2015-03-13 11:30:00,2015-03-13 10:00:00
2015-03-13 12:00:00,0.76606,0.76684,0.76316,0.76366,32881,4,38581500000,2015-03-13 15:30:00,2015-03-13 14:30:00
2015-03-13 16:00:00,0.7643,0.76497,0.76093,0.7626,36588,4,37876000000,2015-03-13 17:00:00,2015-03-13 16:30:00
2015-03-13 20:00:00,0.7626,0.76373,0.76147,0.76345,10034,4,10801000000,2015-03-13 20:30:00,2015-03-13 22:30:00
2015-03-16 00:00:00,0.76226,0.76586,0.76131,0.7651,16667,4,20741500000,2015-03-16 01:30:00,2015-03-16 03:30:00
2015-03-16 04:00:00,0.76511,0.76544,0.76341,0.76497,14962,4,18272000000,2015-03-16 05:00:00,2015-03-16 05:30:00
2015-03-16 08:00:00,0.76497,0.76583,0.76222,0.7632,24761,4,28313500000,2015-03-16 11:00:00,2015-03-16 08:30:00
2015-03-16 12:00:00,0.76319,0.76794,0.76306,0.76625,26062,4,31560000000,2015-03-16 12:00:00,2015-03-16 15:30:00
2015-03-16 16:00:00,0.76625,0.76722,0.76437,0.7655,24098,4,25881000000,2015-03-16 16:30:00,2015-03-16 16:00:00
2015-03-16 20:00:00,0.76547,0.76558,0.76363,0.76414,8638,4,11558000000,2015-03-16 22:00:00,2015-03-16 20:00:00
2015-03-17 00:00:00,0.7642,0.76459,0.76105,0.76265,16529,4,19547500000,2015-03-17 02:30:00,2015-03-17 01:30:00
2015-03-17 04:00:00,0.76265,0.76405,0.76203,0.76277,15378,4,19106000000,2015-03-17 05:30:00,2015-03-17 06:30:00
2015-03-17 08:00:00,0.76276,0.76649,0.76262,0.76591,35176,4,35171000000,2015-03-17 08:00:00,2015-03-17 09:30:00
2015-03-17 12:00:00,0.7659,0.76647,0.76294,0.76386,35848,4,42076000000,2015-03-17 15:00:00,2015-03-17 12:00:00
2015-03-17 16:00:00,0.76387,0.76394,0.76053,0.76174,28446,4,37503000000,2015-03-17 18:00:00,2015-03-17 16:00:00
2015-03-17 20:00:00,0.76176,0.76284,0.76096,0.76212,13326,4,16357000000,2015-03-17 22:30:00,2015-03-17 20:30:00
2015-03-18 00:00:00,0.76208,0.76289,0.76125,0.76202,12671,4,16677500000,2015-03-18 02:30:00,2015-03-18 03:00:00
2015-03-18 04:00:00,0.76203,0.76292,0.76018,0.76048,13435,4,16747500000,2015-03-18 07:30:00,2015-03-18 05:00:00
2015-03-18 08:00:00,0.76046,0.76147,0.75906,0.76026,26790,4,29426000000,2015-03-18 10:00:00,2015-03-18 08:30:00
2015-03-18 12:00:00,0.76031,0.76346,0.76003,0.76305,26073,4,29546500000,2015-03-18 12:00:00,2015-03-18 15:30:00
2015-03-18 16:00:00,0.76306,0.76737,0.76283,0.76652,28357,4,35309500000,2015-03-18 16:30:00,2015-03-18 19:30:00
2015-03-18 20:00:00,0.76652,0.78476,0.76437,0.77413,61242,4,57736000000,2015-03-18 20:00:00,2015-03-18 22:00:00
2015-03-19 00:00:00,0.77418,0.78082,0.77413,0.7767,32127,4,33348500000,2015-03-19 00:00:00,2015-03-19 02:30:00
2015-03-19 04:00:00,0.77669,0.77731,0.77235,0.77287,25947,4,30567500000,2015-03-19 06:30:00,2015-03-19 04:00:00
2015-03-19 08:00:00,0.77289,0.7736,0.76532,0.77015,53050,4,64286000000,2015-03-19 10:00:00,2015-03-19 08:00:00
2015-03-19 12:00:00,0.77018,0.77089,0.76337,0.76388,45537,4,54004500000,2015-03-19 15:00:00,2015-03-19 12:00:00
2015-03-19 16:00:00,0.76388,0.76567,0.76112,0.76188,33885,4,34117500000,2015-03-19 18:00:00,2015-03-19 16:00:00
2015-03-19 20:00:00,0.76183,0.76504,0.76124,0.76472,14021,4,13659500000,2015-03-19 20:30:00,2015-03-19 23:30:00
2015-03-20 00:00:00,0.76475,0.76792,0.76437,0.76785,22253,4,26199500000,2015-03-20 00:00:00,2015-03-20 03:30:00
2015-03-20 04:00:00,0.76787,0.76861,0.76637,0.76841,19533,4,23389500000,2015-03-20 04:00:00,2015-03-20 04:30:00
2015-03-20 08:00:00,0.76839,0.76946,0.76626,0.76626,30737,4,33677500000,2015-03-20 11:30:00,2015-03-20 08:00:00
2015-03-20 12:00:00,0.76626,0.77384,0.76621,0.77338,42174,4,46181000000,2015-03-20 12:00:00,2015-03-20 15:30:00
2015-03-20 16:00:00,0.77338,0.78025,0.7728,0.77982,49575,4,46341500000,2015-03-20 16:00:00,2015-03-20 19:30:00
2015-03-20 20:00:00,0.77984,0.78005,0.77685,0.77746,14715,4,15809500000,2015-03-20 21:00:00,2015-03-20 20:00:00
2015-03-23 00:00:00,0.77917,0.77968,0.77675,0.77882,17620,4,18849000000,2015-03-23 03:00:00,2015-03-23 00:00:00
2015-03-23 04:00:00,0.77881,0.7834,0.77768,0.78119,22100,4,22197000000,2015-03-23 04:00:00,2015-03-23 06:00:00
2015-03-23 08:00:00,0.78118,0.78159,0.77629,0.7771,36172,4,38462000000,2015-03-23 10:30:00,2015-03-23 08:30:00
2015-03-23 12:00:00,0.77708,0.78522,0.77681,0.78288,47376,4,49485000000,2015-03-23 12:00:00,2015-03-23 15:30:00
2015-03-23 16:00:00,0.78288,0.78837,0.78214,0.78677,46522,4,41973000000,2015-03-23 16:00:00,2015-03-23 19:30:00
2015-03-23 20:00:00,0.7868,0.78988,0.78657,0.78759,16163,4,14442500000,2015-03-23 20:00:00,2015-03-23 21:30:00
2015-03-24 00:00:00,0.78759,0.79022,0.78368,0.78536,21768,4,24186000000,2015-03-24 03:30:00,2015-03-24 00:30:00
2015-03-24 04:00:00,0.78535,0.7875,0.78424,0.78655,14625,4,14884500000,2015-03-24 05:30:00,2015-03-24 07:30:00
2015-03-24 08:00:00,0.78657,0.78882,0.7859,0.78778,38258,4,39708000000,2015-03-24 09:30:00,2015-03-24 10:30:00
2015-03-24 12:00:00,0.78777,0.79383,0.78647,0.78868,55580,4,55713000000,2015-03-24 15:30:00,2015-03-24 14:30:00
2015-03-24 16:00:00,0.78868,0.78976,0.78629,0.78719,36989,4,33409500000,2015-03-24 18:30:00,2015-03-24 16:00:00
2015-03-24 20:00:00,0.78719,0.78835,0.78653,0.78739,9029,4,8439500000,2015-03-24 21:00:00,2015-03-24 23:00:00
2015-03-25 00:00:00,0.78738,0.7888,0.78597,0.78814,12316,4,12050000000,2015-03-25 01:30:00,2015-03-25 03:30:00
2015-03-25 04:00:00,0.78814,0.7891,0.787,0.78768,12342,4,11887000000,2015-03-25 07:30:00,2015-03-25 05:00:00
2015-03-25 08:00:00,0.78768,0.78858,0.78509,0.78648,31730,4,35825000000,2015-03-25 09:00:00,2015-03-25 10:30:00
2015-03-25 12:00:00,0.78649,0.79045,0.7864,0.78779,40374,4,44749000000,2015-03-25 12:00:00,2015-03-25 14:30:00
